avg_perplexity :  893.572030845363
['the project gutenberg ebook pride and prejudice by jane austen edited by r', 2.6587602288109755]
[' personpronoun have articlehere high respect for your nerves', 4.27035028522305]
[' personpronoun have heard personpronoun mention thirdpronoun with consideration demonpronoun twenty years at least', 2.443304184369926]
[' but personpronoun hope personpronoun will get over personpronoun and live to see indefpronoun young men of four thousand articlehere year come into articlehere neighbourhood', 2.2230985633860487]
[' personpronoun will be no use to us if twenty such should come since personpronoun will not visit them', 2.811493963543809]
[' thirdpronoun mind was less difficult to develope', 5.254479655233524]
[' personpronoun was articlehere woman of mean understanding little information and uncertain temper', 2.632140092264031]
[' when personpronoun was discontented personpronoun fancied reflexpronoun nervous', 4.27035028522305]
[' articlehere business of thirdpronoun life was to get thirdpronoun daughters married possespronoun solace was visiting and news', 2.1483448728103123]
[' bennet was among articlehere earliest of demonpronoun interpronoun waited on addressform personpronoun had always intended to visit thirdpronoun though to articlehere last always assuring possespronoun wife demonpronoun personpronoun should not go and till articlehere evening after articlehere visit was paid personpronoun had no knowledge of it', 1.911212847653055]
[' personpronoun was then disclosed in articlehere following manner', 4.27035028522305]
[' bingley will like personpronoun lizzy', 10.203322194650232]
[' personpronoun are not in articlehere way to know interpronoun addressform bingley likes said thirdpronoun mother resentfully since personpronoun are not to visit', 2.7508282212444035]
[' but personpronoun forget mama said elizabeth demonpronoun personpronoun shall meet thirdpronoun at articlehere assemblies and demonpronoun addressform long has promised to introduce him', 2.1994032367907574]
[' personpronoun do not believe addressform long will do indefpronoun such thing', 2.874212735830507]
[' personpronoun is articlehere selfish hypocritical woman and personpronoun have no opinion of her', 3.7385281687395695]
[' no more have personpronoun said addressform bennet deigned not to make indefpronoun reply but unable to contain reflexpronoun began scolding indefpronoun of thirdpronoun daughters', 2.202524767703175]
[' don t keep coughing so kitty for heaven s sake', 3.194263951937947]
[' have articlehere little compassion on my nerves', 5.801415887155723]
[' personpronoun tear thirdpronoun to pieces', 10.203322194650232]
[' kitty has no discretion in thirdpronoun coughs said thirdpronoun father personpronoun times thirdpronoun ill', 2.530865947747784]
[' personpronoun do not cough for my own amusement replied kitty fretfully', 2.874212735830507]
[' when is your next ball to be lizzy', 4.27035028522305]
[' to morrow fortnight', 47.99942128931911]
[' aye so personpronoun is cried thirdpronoun mother and addressform long does not come back till articlehere day before so personpronoun will be impossible for thirdpronoun to introduce thirdpronoun for personpronoun will not know thirdpronoun herself', 3.029832497811237]
[' then my dear personpronoun may have articlehere advantage of your friend and introduce addressform bingley to her', 3.238619175568721]
[' impossible addressform bennet impossible when personpronoun am not acquainted with thirdpronoun reflexpronoun how can personpronoun be so teazing', 3.389316626589608]
[' personpronoun honour your circumspection', 18.235891558504584]
[' but if personpronoun do not venture indefpronoun else will and after indefpronoun addressform long and thirdpronoun nieces must stand their chance and therefore as personpronoun will think personpronoun articlehere act of kindness if personpronoun decline articlehere office personpronoun will take personpronoun on myself', 1.8316294154049775]
[' bennet said only nonsense nonsense', 10.203322194650232]
[' interpronoun can be articlehere meaning of demonpronoun emphatic exclamation', 4.209138850173277]
[' cried he', 166.27387046676938]
[' do personpronoun consider articlehere forms of introduction and articlehere stress demonpronoun is laid on thirdpronoun as nonsense', 1.9801072144376857]
[' personpronoun cannot quite agree with personpronoun there', 5.801415887155723]
[' interpronoun say personpronoun mary', 18.235891558504584]
[' for personpronoun are articlehere young lady of deep reflection personpronoun know and read great books and make extracts', 2.5182564735970088]
[' mary wished to say indefpronoun very sensible but knew not how', 3.2602554977062237]
[' bingley', 426.98069498069503]
[' personpronoun am sick of addressform bingley cried possespronoun wife', 4.43479194940232]
[' personpronoun am sorry to hear demonpronoun but why did not personpronoun tell me so before', 2.6807806682528534]
[' if personpronoun had known as much demonpronoun morning personpronoun certainly would not have called on him', 2.90651444817051]
[' articlehere astonishment of articlehere ladies was just interpronoun personpronoun wished demonpronoun of addressform bennet perhaps surpassing articlehere rest though when articlehere first tumult of joy was over personpronoun began to declare demonpronoun personpronoun was interpronoun personpronoun had expected indefpronoun articlehere while', 2.041439996439035]
[' but personpronoun knew personpronoun should persuade personpronoun at last', 4.511404647984677]
[' personpronoun was sure personpronoun loved your girls too well to neglect such articlehere acquaintance', 2.479390581104829]
[' well how pleased personpronoun am', 10.203322194650232]
[' and personpronoun is such articlehere good joke too demonpronoun personpronoun should have gone demonpronoun morning and never said articlehere word about personpronoun till now', 2.525434823218797]
[' bennet and as personpronoun spoke personpronoun left articlehere room fatigued with articlehere raptures of possespronoun wife', 3.097099714085055]
[' interpronoun articlehere excellent father personpronoun have girls said personpronoun when articlehere door was shut', 3.111225318175819]
[' personpronoun do not know how personpronoun will ever make thirdpronoun amends for possespronoun kindness or me indefpronoun for demonpronoun matter', 2.065137749668006]
[' at our time of life personpronoun is not so pleasant personpronoun can tell personpronoun to be making new acquaintance every day but for your sakes personpronoun would do indefpronoun thing', 1.996526208918953]
[' lydia my love though personpronoun are articlehere youngest personpronoun dare say addressform bingley will dance with personpronoun at articlehere next ball', 2.3836859577484457]
[' articlehere rest of articlehere evening was spent in conjecturing how soon personpronoun would return addressform bennet s visit and determining when personpronoun should ask thirdpronoun to dinner', 2.0330798559781815]
[' chapter iii', 191.9965277463805]
[' not indefpronoun demonpronoun addressform bennet however with articlehere assistance of thirdpronoun five daughters could ask on articlehere subject was sufficient to draw from thirdpronoun husband indefpronoun satisfactory description of addressform bingley', 1.8151083557090255]
[' personpronoun attacked thirdpronoun in various ways with barefaced questions ingenious suppositions and distant surmises but personpronoun eluded articlehere skill of thirdpronoun indefpronoun and personpronoun were at last obliged to accept articlehere second hand intelligence of their neighbour lady lucas', 1.7607574382776365]
[' thirdpronoun report was highly favourable', 10.203322194650232]
[' personpronoun was quite young wonderfully handsome extremely agreeable and to crown articlehere whole personpronoun meant to be at articlehere next assembly with articlehere large party', 2.0801167967703487]
[' indefpronoun could be more delightful', 13.46336435200563]
[' to be fond of dancing was articlehere certain step towards falling in love and very lively hopes of addressform bingley s heart were entertained', 1.9063657129686602]
[' if personpronoun can but see indefpronoun of my daughters happily settled at netherfield said addressform bennet to thirdpronoun husband and indefpronoun articlehere others equally well married personpronoun shall have indefpronoun to wish for', 2.232247208775885]
[' in articlehere indefpronoun days addressform bingley returned addressform bennet s visit and sat about ten minutes with thirdpronoun in possespronoun library', 2.3630804244052483]
[' articlehere ladies were somewhat more fortunate for personpronoun had articlehere advantage of ascertaining from articlehere upper window demonpronoun personpronoun wore articlehere blue coat and rode articlehere black horse', 1.9321875740544507]
[' articlehere invitation to dinner was soon afterwards dispatched and already had addressform bennet planned articlehere courses demonpronoun were to do credit to thirdpronoun housekeeping when articlehere answer arrived interpronoun deferred personpronoun all', 1.685065534646894]
[' bingley was obliged to be in town articlehere following day and consequently unable to accept articlehere honour of their invitation c', 2.612554631430867]
[' bennet was quite disconcerted', 18.235891558504584]
[' personpronoun could not imagine interpronoun business personpronoun could have in town so soon after possespronoun arrival in hertfordshire and personpronoun began to fear demonpronoun personpronoun might be always flying about from indefpronoun place to indefpronoun and never settled at netherfield as personpronoun ought to be', 1.8206206609510984]
[' lady lucas quieted thirdpronoun fears articlehere little by starting articlehere idea of possespronoun being gone to london only to get articlehere large party for articlehere ball and articlehere report soon followed demonpronoun addressform bingley was to bring twelve ladies and seven gentlemen with thirdpronoun to articlehere assembly', 1.874472806579019]
[' articlehere girls grieved over such articlehere number of ladies but were comforted articlehere day before articlehere ball by hearing demonpronoun instead of twelve personpronoun had brought only six with thirdpronoun from london possespronoun five sisters and articlehere cousin', 1.587588244386023]
[' and when articlehere party entered articlehere assembly room personpronoun consisted of only five altogether addressform bingley possespronoun two sisters articlehere husband of articlehere eldest and indefpronoun young man', 1.6140743827067459]
[' bingley was good looking and gentleman like personpronoun had articlehere pleasant countenance and easy unaffected manners', 2.5068778195734422]
[' possespronoun sisters were fine women with articlehere air of decided fashion', 3.2602554977062232]
[' possespronoun brother in law addressform hurst merely looked articlehere gentleman but possespronoun friend addressform darcy soon drew articlehere attention of articlehere room by possespronoun fine tall person handsome features noble mien and articlehere report interpronoun was in general circulation within five minutes after possespronoun entrance of possespronoun having ten thousand articlehere year', 1.4462339209257842]
[' such amiable qualities must speak for themselves', 10.201812439009775]
[' darcy danced only once with addressform hurst and once with miss bingley declined being introduced to indefpronoun indefpronoun lady and spent articlehere rest of articlehere evening in walking about articlehere room speaking occasionally to indefpronoun of possespronoun own party', 2.125060394795847]
[' possespronoun character was decided', 18.235891558504584]
[' personpronoun was articlehere proudest most disagreeable man in articlehere world and every body hoped demonpronoun personpronoun would never come there again', 2.623170399471827]
[' amongst articlehere most violent against thirdpronoun was addressform bennet interpronoun dislike of possespronoun general behaviour was sharpened into particular resentment by possespronoun having slighted indefpronoun of thirdpronoun daughters', 1.78208260023605]
[' personpronoun had much better dance', 11.720539420499458]
[' personpronoun know how personpronoun detest personpronoun unless personpronoun am particularly acquainted with my partner', 2.737469140899462]
[' your sisters are engaged and there is not indefpronoun woman in articlehere room interpronoun personpronoun would not be articlehere punishment to me to stand up with', 2.620974368451309]
[' personpronoun would not be so fastidious as personpronoun are cried bingley for articlehere kingdom', 2.8122458817333427]
[' upon my honour personpronoun never met with so indefpronoun pleasant girls in my life as personpronoun have demonpronoun evening and there are indefpronoun of thirdpronoun personpronoun see uncommonly pretty', 2.2124641534379617]
[' personpronoun are dancing with articlehere only handsome girl in articlehere room said addressform darcy looking at articlehere eldest miss bennet', 2.0760456549150943]
[' personpronoun is articlehere most beautiful creature personpronoun ever beheld', 3.9251818113178882]
[' but there is indefpronoun of thirdpronoun sisters sitting down just behind personpronoun interpronoun is very pretty and personpronoun dare say very agreeable', 2.793223290583699]
[' do let me ask my partner to introduce you', 4.639155671214261]
[' interpronoun do personpronoun mean', 11.651697161089315]
[' and turning round personpronoun looked for articlehere moment at elizabeth till catching thirdpronoun eye personpronoun withdrew possespronoun own and coldly said personpronoun is tolerable but not handsome enough to tempt me and personpronoun am in no humour at present to give consequence to young ladies interpronoun are slighted by indefpronoun men', 1.6847689301699582]
[' personpronoun had better return to your partner and enjoy thirdpronoun smiles for personpronoun are wasting your time with me', 1.9524052238247873]
[' bingley followed possespronoun advice', 18.235891558504584]
[' personpronoun told articlehere story however with great spirit among thirdpronoun friends for personpronoun had articlehere lively playful disposition interpronoun delighted in indefpronoun thing ridiculous', 1.9442776343653616]
[' articlehere evening altogether passed off pleasantly to articlehere whole family', 3.194263951937947]
[' bingley had danced with thirdpronoun twice and personpronoun had been distinguished by possespronoun sisters', 4.068619267759891]
[' jane was as much gratified by demonpronoun as thirdpronoun mother could be though in articlehere quieter way', 2.5193345261496227]
[' elizabeth felt jane s pleasure', 10.203322194650232]
[' personpronoun returned therefore in good spirits to longbourn articlehere village where personpronoun lived and of interpronoun personpronoun were articlehere principal inhabitants', 2.2826673837110842]
[' personpronoun found addressform bennet still up', 6.9281614653037]
[' with articlehere book personpronoun was regardless of time and on articlehere present occasion personpronoun had articlehere good deal of curiosity as to articlehere event of articlehere evening interpronoun had raised such splendid expectations', 2.074267620724536]
[' my dear addressform bennet as personpronoun entered articlehere room personpronoun have had articlehere most delightful evening articlehere most excellent ball', 2.8080146191386612]
[' personpronoun wish personpronoun had been there', 10.022742523856884]
[' jane was so admired indefpronoun could be like it', 5.311547419277582]
[' every body said how well personpronoun looked and addressform bingley thought thirdpronoun quite beautiful and danced with thirdpronoun twice', 2.100183919755432]
[' only think of demonpronoun my dear personpronoun actually danced with thirdpronoun twice and personpronoun was articlehere only creature in articlehere room demonpronoun personpronoun asked articlehere second time', 2.93115293966808]
[' first of indefpronoun personpronoun asked miss lucas', 5.801415887155723]
[' personpronoun was so vexed to see thirdpronoun stand up with thirdpronoun but however personpronoun did not admire thirdpronoun at indefpronoun indeed indefpronoun can personpronoun know and personpronoun seemed quite struck with jane as personpronoun was going down articlehere dance', 2.201667147630702]
[' so personpronoun enquired interpronoun personpronoun was and got introduced and asked thirdpronoun for articlehere two next', 3.0298215686035825]
[' demonpronoun personpronoun had sprained possespronoun ancle in articlehere first dance', 3.7520429471695103]
[' personpronoun is so excessively handsome', 10.203322194650232]
[' personpronoun was therefore obliged to seek indefpronoun branch of articlehere subject and related with much bitterness of spirit and indefpronoun exaggeration articlehere shocking rudeness of addressform but personpronoun can assure personpronoun personpronoun added demonpronoun lizzy does not lose much by not suiting possespronoun fancy for personpronoun is articlehere most disagreeable horrid man not at indefpronoun worth pleasing', 1.6074729602700122]
[' so high and so conceited demonpronoun there was no enduring him', 5.558122496689504]
[' personpronoun walked here and personpronoun walked there fancying reflexpronoun so very great', 3.1301597254043037]
[' not handsome enough to dance with', 6.603814688074127]
[' personpronoun wish personpronoun had been there my dear to have given thirdpronoun indefpronoun of your set downs', 2.8104420280103475]
[' when jane and elizabeth were alone articlehere former interpronoun had been cautious in thirdpronoun praise of addressform bingley before expressed to thirdpronoun sister how very much personpronoun admired him', 2.1088421362608005]
[' personpronoun is just interpronoun articlehere young man ought to be said personpronoun sensible good humoured lively and personpronoun never saw such happy manners', 2.4459916359847034]
[' so much ease with such perfect good breeding', 4.27035028522305]
[' personpronoun is also handsome replied elizabeth interpronoun articlehere young man ought likewise to be if personpronoun possibly can', 2.2384291954253177]
[' possespronoun character is thereby complete', 10.203322194650232]
[' personpronoun was very much flattered by possespronoun asking me to dance articlehere second time', 2.4086128553911945]
[' personpronoun did not expect such articlehere compliment', 5.801415887155723]
[' did not you', 33.28093991325528]
[' personpronoun did for you', 29.323374991339957]
[' but demonpronoun is indefpronoun great difference between us', 5.221974551497946]
[' compliments always take personpronoun by surprise and me never', 3.9251818113178882]
[' interpronoun could be more natural than possespronoun asking personpronoun again', 3.669245747017448]
[' no thanks to possespronoun gallantry for that', 9.483849559266934]
[' personpronoun have liked indefpronoun articlehere stupider person', 5.254479655233524]
[' dear lizzy', 95.99826387319025]
[' personpronoun are articlehere great deal too apt personpronoun know to like people in general', 3.0479460030052685]
[' indefpronoun articlehere world are good and agreeable in your eyes', 3.194263951937947]
[' personpronoun never heard personpronoun speak ill of articlehere human being in my life', 2.7429927214471914]
[' personpronoun would wish not to be hasty in censuring indefpronoun indefpronoun but personpronoun always speak interpronoun personpronoun think', 2.7755282533810104]
[' personpronoun know personpronoun do and personpronoun is demonpronoun interpronoun makes articlehere wonder', 3.860218904073299]
[' affectation of candour is common enough indefpronoun meets personpronoun every where', 2.874212735830507]
[' but to be candid without ostentation or design to take articlehere good of every body s character and make personpronoun still better and say indefpronoun of articlehere bad belongs to personpronoun alone', 1.9163704916408517]
[' and so personpronoun like demonpronoun man s sisters too do you', 3.6971222276439693]
[' but personpronoun are very pleasing women when personpronoun converse with them', 3.5434637998315015]
[' miss bingley is to live with thirdpronoun brother and keep possespronoun house and personpronoun am much mistaken if personpronoun shall not find articlehere very charming neighbour in her', 2.393873362833814]
[' elizabeth listened in silence but was not convinced their behaviour at articlehere assembly had not been calculated to please in general and with more quickness of observation and less pliancy of temper than thirdpronoun sister and with articlehere judgment too unassailed by indefpronoun attention to reflexpronoun personpronoun was very little disposed to approve them', 1.6472691121843999]
[' personpronoun were in fact very fine ladies not deficient in good humour when personpronoun were pleased nor in articlehere power of being agreeable where personpronoun chose personpronoun but proud and conceited', 1.762242948959011]
[' personpronoun were rather handsome had been educated in indefpronoun of articlehere first private seminaries in town had articlehere fortune of twenty thousand pounds were in articlehere habit of spending more than personpronoun ought and of associating with people of rank and were therefore in every respect entitled to think well of reflexpronoun and meanly of others', 1.741126714726311]
[' bingley inherited property to articlehere amount of nearly articlehere hundred thousand pounds from possespronoun father interpronoun had intended to purchase articlehere estate but did not live to do it', 1.6653842639778242]
[' bingley intended personpronoun likewise and sometimes made choice of possespronoun county but as personpronoun was now provided with articlehere good house and articlehere liberty of articlehere manor personpronoun was doubtful to indefpronoun of demonpronoun interpronoun best knew articlehere easiness of possespronoun temper whether personpronoun might not spend articlehere remainder of possespronoun days at netherfield and leave articlehere next generation to purchase', 1.6231006232442173]
[' bingley had not been of age two years when personpronoun was tempted by articlehere accidental recommendation to look at netherfield house', 2.3326776364645547]
[' personpronoun did look at personpronoun and into personpronoun for half articlehere hour was pleased with articlehere situation and articlehere principal rooms satisfied with interpronoun articlehere owner said in possespronoun praise and took personpronoun immediately', 1.6950144802731246]
[' bingley was endeared to darcy by articlehere easiness openness ductility of possespronoun temper though no disposition could offer articlehere greater contrast to possespronoun own and though with possespronoun own personpronoun never appeared dissatisfied', 1.6994302662826315]
[' personpronoun was at articlehere same time haughty reserved and fastidious and possespronoun manners though well bred were not inviting', 2.0591725222293578]
[' in demonpronoun respect possespronoun friend had greatly articlehere advantage', 4.106061720206865]
[' bingley was sure of being liked wherever personpronoun appeared darcy was continually giving offence', 2.530865947747784]
[' articlehere manner in interpronoun personpronoun spoke of articlehere meryton assembly was sufficiently characteristic', 3.129762521169414]
[' darcy on articlehere contrary had seen articlehere collection of people in interpronoun there was little beauty and no fashion for indefpronoun of interpronoun personpronoun had felt articlehere smallest interest and from indefpronoun received indefpronoun attention or pleasure', 2.0149470444640434]
[' hurst and thirdpronoun sister allowed personpronoun to be so but still personpronoun admired thirdpronoun and liked thirdpronoun and pronounced thirdpronoun to be articlehere sweet girl and indefpronoun interpronoun personpronoun should not object to know more of', 2.260576407685051]
[' within articlehere short walk of longbourn lived articlehere family with interpronoun articlehere bennets were particularly intimate', 2.748676961248372]
[' sir william lucas had been formerly in trade in meryton where personpronoun had made articlehere tolerable fortune and risen to articlehere honour of knighthood by articlehere address to articlehere king during possespronoun mayoralty', 1.6879776095696735]
[' articlehere distinction had perhaps been felt too strongly', 4.27035028522305]
[' personpronoun had given thirdpronoun articlehere disgust to possespronoun business and to possespronoun residence in articlehere small market town and quitting thirdpronoun indefpronoun personpronoun had removed with possespronoun family to articlehere house about articlehere mile from meryton denominated from demonpronoun period lucas lodge where personpronoun could think with pleasure of possespronoun own importance and unshackled by business occupy reflexpronoun solely in being civil to indefpronoun articlehere world', 1.4863728795082685]
[' for though elated by possespronoun rank personpronoun did not render thirdpronoun supercilious on articlehere contrary personpronoun was indefpronoun attention to every body', 2.6755714095200145]
[' by nature inoffensive friendly and obliging possespronoun presentation at st', 3.423527336023397]
[' james s had made thirdpronoun courteous', 7.776598309362857]
[' lady lucas was articlehere very good kind of woman not too clever to be articlehere valuable neighbour to addressform bennet', 2.4770695762617643]
[' personpronoun had indefpronoun children', 18.235891558504584]
[' demonpronoun articlehere miss lucases and articlehere miss bennets should meet to talk over articlehere ball was absolutely necessary and articlehere morning after articlehere assembly brought articlehere former to longbourn to hear and to communicate', 1.5581650904228377]
[' personpronoun began articlehere evening well charlotte said addressform bennet with civil self command to miss lucas', 2.679896358713053]
[' bingley s first choice', 18.235891558504584]
[' yes but personpronoun seemed to like possespronoun second better', 4.239430842236828]
[' personpronoun mean jane personpronoun suppose because personpronoun danced with thirdpronoun twice', 2.874212735830507]
[' perhaps personpronoun mean interpronoun personpronoun overheard between thirdpronoun and addressform robinson s asking thirdpronoun how personpronoun liked our meryton assemblies and whether personpronoun did not think there were articlehere great indefpronoun pretty women in articlehere room and interpronoun personpronoun thought articlehere prettiest', 1.9651526705580904]
[' and possespronoun answering immediately to articlehere last question oh', 4.239430842236828]
[' articlehere eldest miss bennet beyond articlehere doubt there cannot be two opinions on demonpronoun point', 2.2715163473459445]
[' well demonpronoun was very decided indeed demonpronoun does seem as if but however personpronoun may indefpronoun come to indefpronoun personpronoun know', 2.050455649437735]
[' my overhearings were more to articlehere purpose than possespronoun eliza said charlotte', 2.9544773593999056]
[' to be only just tolerable', 10.203322194650232]
[' personpronoun beg personpronoun would not put personpronoun into lizzy s head to be vexed by possespronoun ill treatment for personpronoun is such articlehere disagreeable man demonpronoun personpronoun would be quite articlehere misfortune to be liked by him', 2.2626235387154026]
[' long told me last night demonpronoun personpronoun sat close to thirdpronoun for half articlehere hour without once opening possespronoun lips', 2.3425981776769857]
[' are personpronoun quite sure ma am', 6.9281614653037]
[' is not there articlehere little mistake', 6.9281614653037]
[' said jane', 100.26691650516908]
[' personpronoun certainly saw addressform darcy speaking to her', 6.107215664947569]
[' aye because personpronoun asked thirdpronoun at last how personpronoun liked netherfield and personpronoun could not help answering thirdpronoun but personpronoun said personpronoun seemed very angry at being spoke to', 2.4895565325759823]
[' miss bingley told me said jane demonpronoun personpronoun never speaks much unless among possespronoun intimate acquaintance', 2.353286884783169]
[' personpronoun do not believe articlehere word of personpronoun my dear', 3.932600219177458]
[' long', 1117.050505050505]
[' personpronoun do not mind possespronoun not talking to addressform indefpronoun time lizzy said thirdpronoun mother personpronoun would not dance with thirdpronoun if personpronoun were you', 2.617003730890126]
[' possespronoun pride said miss lucas does not offend me so much as pride often does because there is articlehere excuse for it', 2.5033778717158346]
[' if personpronoun may so express personpronoun personpronoun has articlehere right to be proud', 3.2908174215240185]
[' articlehere person may be proud without being vain', 4.27035028522305]
[' pride relates more to our opinion of reflexpronoun vanity to interpronoun personpronoun would have others think of us', 3.0303837428207565]
[' articlehere boy protested demonpronoun personpronoun should not personpronoun continued to declare demonpronoun personpronoun would and articlehere argument ended only with articlehere visit', 2.9331186047247053]
[' chapter vi', 235.14676268237247]
[' articlehere ladies of longbourn soon waited on demonpronoun of netherfield', 3.423527336023397]
[' articlehere visit was returned in due form', 5.254479655233524]
[' hurst and miss bingley and though articlehere mother was found to be intolerable and articlehere younger sisters not worth speaking to articlehere wish of being better acquainted with thirdpronoun was expressed towards articlehere two eldest', 1.694799317171148]
[' personpronoun was generally evident whenever personpronoun met demonpronoun personpronoun did admire thirdpronoun and to thirdpronoun personpronoun was equally evident demonpronoun jane was yielding to articlehere preference interpronoun personpronoun had begun to entertain for thirdpronoun from articlehere first and was in articlehere way to be very much in love but personpronoun considered with pleasure demonpronoun personpronoun was not likely to be discovered by articlehere world in general since jane united with great strength of feeling articlehere composure of temper and articlehere uniform cheerfulness of manner interpronoun would guard thirdpronoun from articlehere suspicions of articlehere impertinent', 1.6328634247808815]
[' personpronoun mentioned demonpronoun to thirdpronoun friend miss lucas', 5.342350857263509]
[' if articlehere woman conceals thirdpronoun affection with articlehere same skill from articlehere object of personpronoun personpronoun may lose articlehere opportunity of fixing thirdpronoun and personpronoun will then be but poor consolation to believe articlehere world equally in articlehere dark', 2.0030928236414884]
[' there is so much of gratitude or vanity in almost every attachment demonpronoun personpronoun is not safe to leave indefpronoun to itself', 2.9576694527834166]
[' personpronoun can indefpronoun begin freely articlehere slight preference is natural enough but there are very indefpronoun of us interpronoun have heart enough to be really in love without encouragement', 1.681987209941749]
[' but personpronoun does help thirdpronoun on as much as thirdpronoun nature will allow', 3.1571657829826782]
[' if personpronoun can perceive thirdpronoun regard for thirdpronoun personpronoun must be articlehere simpleton indeed not to discover personpronoun too', 2.488944726875878]
[' but if articlehere woman is partial to articlehere man and does not endeavour to conceal personpronoun personpronoun must find personpronoun out', 2.1192643951871006]
[' jane should therefore make articlehere most of every half hour in interpronoun personpronoun can command possespronoun attention', 2.936135271193048]
[' your plan is articlehere good indefpronoun replied elizabeth where indefpronoun is in question but articlehere desire of being well married and if personpronoun were determined to get articlehere rich husband or indefpronoun husband personpronoun dare say personpronoun should adopt it', 1.917306218167079]
[' but demonpronoun are not jane s feelings personpronoun is not acting by design', 3.2187935006987636]
[' as yet personpronoun cannot even be certain of articlehere degree of thirdpronoun own regard nor of possespronoun reasonableness', 2.43183005560155]
[' personpronoun has known thirdpronoun only articlehere fortnight', 5.254479655233524]
[' personpronoun danced four dances with thirdpronoun at meryton personpronoun saw thirdpronoun indefpronoun morning at possespronoun own house and has since dined in company with thirdpronoun four times', 1.9324542952725068]
