avg_perplexity :  211.42063991634396
['the project gutenberg ebook pride and prejudice by jane austen edited by r', 5.493740330672762]
[' my dear addressform bennet said possespronoun lady to thirdpronoun indefpronoun day have personpronoun heard demonpronoun netherfield park is let at last', 6.178062965053541]
[' bennet replied demonpronoun personpronoun had not', 25.80851403854572]
[' bennet made no answer', 21.78004273850745]
[' do not personpronoun want to know interpronoun has taken it', 16.37780202272178]
[' why my dear personpronoun must know addressform long says demonpronoun netherfield is taken by articlehere young man of large fortune from articlehere north of england demonpronoun personpronoun came down on monday in articlehere chaise and four to see articlehere place and was so much delighted with personpronoun demonpronoun personpronoun agreed with addressform morris immediately demonpronoun personpronoun is to take possession before michaelmas and indefpronoun of possespronoun servants are to be in articlehere house by articlehere end of next week', 6.048413411085799]
[' is personpronoun married or single', 22.708390529436425]
[' articlehere single man of large fortune four or five thousand articlehere year', 5.933908569724762]
[' interpronoun articlehere fine thing for our girls', 13.837333675381474]
[' how can personpronoun affect them', 26.150384962311392]
[' my dear addressform bennet replied possespronoun wife how can personpronoun be so tiresome', 7.663302765763551]
[' design', 5026.6844325467855]
[' nonsense how can personpronoun talk so', 30.743632287843504]
[' personpronoun see no occasion for that', 27.52988245855175]
[' bingley might like personpronoun articlehere best of articlehere party', 12.480628517470192]
[' my dear personpronoun flatter me', 17.911034056992666]
[' when articlehere woman has five grown up daughters personpronoun ought to give over thinking of thirdpronoun own beauty', 8.912418572679949]
[' in such cases articlehere woman has not often much beauty to think of', 7.313573484399197]
[' but consider your daughters', 40.85874448376019]
[' only think interpronoun articlehere establishment personpronoun would be for indefpronoun of them', 15.51076933573027]
[' sir william and lady lucas are determined to go merely on demonpronoun account for in general personpronoun know personpronoun visit no new comers', 6.394069238092895]
[' indeed personpronoun must go for personpronoun will be impossible for us to visit thirdpronoun if personpronoun do not', 7.631235011909569]
[' personpronoun are over scrupulous surely', 22.643211820096713]
[' personpronoun desire personpronoun will do no such thing', 11.672163052035769]
[' but personpronoun are always giving thirdpronoun articlehere preference', 11.230466339068323]
[' bennet how can personpronoun abuse your own children in such articlehere way', 12.273994496797176]
[' personpronoun take delight in vexing me', 16.93736121054725]
[' personpronoun have no compassion on my poor nerves', 11.02571638399688]
[' personpronoun mistake me my dear', 28.489922222843862]
[' personpronoun have articlehere high respect for your nerves', 10.006285716497809]
[' personpronoun have heard personpronoun mention thirdpronoun with consideration demonpronoun twenty years at least', 6.339938730912927]
[' but personpronoun hope personpronoun will get over personpronoun and live to see indefpronoun young men of four thousand articlehere year come into articlehere neighbourhood', 6.345633449420971]
[' personpronoun will be no use to us if twenty such should come since personpronoun will not visit them', 8.128793906556675]
[' thirdpronoun mind was less difficult to develope', 12.140728177718858]
[' personpronoun was articlehere woman of mean understanding little information and uncertain temper', 7.258382994785002]
[' when personpronoun was discontented personpronoun fancied reflexpronoun nervous', 9.91524745749004]
[' articlehere business of thirdpronoun life was to get thirdpronoun daughters married possespronoun solace was visiting and news', 5.939749389496682]
[' bennet was among articlehere earliest of demonpronoun interpronoun waited on addressform personpronoun had always intended to visit thirdpronoun though to articlehere last always assuring possespronoun wife demonpronoun personpronoun should not go and till articlehere evening after articlehere visit was paid personpronoun had no knowledge of it', 6.764030966498228]
[' personpronoun was then disclosed in articlehere following manner', 8.694320243247137]
[' bingley will like personpronoun lizzy', 23.44610956357623]
[' personpronoun are not in articlehere way to know interpronoun addressform bingley likes said thirdpronoun mother resentfully since personpronoun are not to visit', 7.908194899953919]
[' but personpronoun forget mama said elizabeth demonpronoun personpronoun shall meet thirdpronoun at articlehere assemblies and demonpronoun addressform long has promised to introduce him', 8.063015821468422]
[' personpronoun do not believe addressform long will do indefpronoun such thing', 6.960156605075592]
[' personpronoun is articlehere selfish hypocritical woman and personpronoun have no opinion of her', 13.32743560195216]
[' no more have personpronoun said addressform bennet deigned not to make indefpronoun reply but unable to contain reflexpronoun began scolding indefpronoun of thirdpronoun daughters', 6.899270268051217]
[' don t keep coughing so kitty for heaven s sake', 8.919198228354514]
[' have articlehere little compassion on my nerves', 13.004661350515939]
[' personpronoun tear thirdpronoun to pieces', 29.19524294922912]
[' kitty has no discretion in thirdpronoun coughs said thirdpronoun father personpronoun times thirdpronoun ill', 7.6883351512650355]
[' personpronoun do not cough for my own amusement replied kitty fretfully', 7.774376887551712]
[' when is your next ball to be lizzy', 11.243545687900921]
[' to morrow fortnight', 77.51589042690982]
[' aye so personpronoun is cried thirdpronoun mother and addressform long does not come back till articlehere day before so personpronoun will be impossible for thirdpronoun to introduce thirdpronoun for personpronoun will not know thirdpronoun herself', 9.457764808661725]
[' then my dear personpronoun may have articlehere advantage of your friend and introduce addressform bingley to her', 10.497369184455623]
[' impossible addressform bennet impossible when personpronoun am not acquainted with thirdpronoun reflexpronoun how can personpronoun be so teazing', 10.939526205194205]
[' personpronoun honour your circumspection', 38.051007606297425]
[' but if personpronoun do not venture indefpronoun else will and after indefpronoun addressform long and thirdpronoun nieces must stand their chance and therefore as personpronoun will think personpronoun articlehere act of kindness if personpronoun decline articlehere office personpronoun will take personpronoun on myself', 5.998430905152093]
[' bennet said only nonsense nonsense', 24.392076266192582]
[' interpronoun can be articlehere meaning of demonpronoun emphatic exclamation', 7.8443578824160936]
[' cried he', 183.35243862854296]
[' do personpronoun consider articlehere forms of introduction and articlehere stress demonpronoun is laid on thirdpronoun as nonsense', 6.367363825082821]
[' personpronoun cannot quite agree with personpronoun there', 14.96294829902705]
[' interpronoun say personpronoun mary', 46.606363455810374]
[' for personpronoun are articlehere young lady of deep reflection personpronoun know and read great books and make extracts', 7.8028914181776665]
[' mary wished to say indefpronoun very sensible but knew not how', 11.397994403426075]
[' bingley', 426.97810888057023]
[' personpronoun am sick of addressform bingley cried possespronoun wife', 10.41137855584185]
[' personpronoun am sorry to hear demonpronoun but why did not personpronoun tell me so before', 7.066196099112805]
[' if personpronoun had known as much demonpronoun morning personpronoun certainly would not have called on him', 8.462195353759597]
[' articlehere astonishment of articlehere ladies was just interpronoun personpronoun wished demonpronoun of addressform bennet perhaps surpassing articlehere rest though when articlehere first tumult of joy was over personpronoun began to declare demonpronoun personpronoun was interpronoun personpronoun had expected indefpronoun articlehere while', 7.062468169371967]
[' but personpronoun knew personpronoun should persuade personpronoun at last', 12.748354325178584]
[' personpronoun was sure personpronoun loved your girls too well to neglect such articlehere acquaintance', 6.633053021187225]
[' well how pleased personpronoun am', 29.05333735958252]
[' and personpronoun is such articlehere good joke too demonpronoun personpronoun should have gone demonpronoun morning and never said articlehere word about personpronoun till now', 7.101331155163668]
[' bennet and as personpronoun spoke personpronoun left articlehere room fatigued with articlehere raptures of possespronoun wife', 9.429090578362898]
[' interpronoun articlehere excellent father personpronoun have girls said personpronoun when articlehere door was shut', 9.057100621103475]
[' personpronoun do not know how personpronoun will ever make thirdpronoun amends for possespronoun kindness or me indefpronoun for demonpronoun matter', 5.815824915211777]
[' at our time of life personpronoun is not so pleasant personpronoun can tell personpronoun to be making new acquaintance every day but for your sakes personpronoun would do indefpronoun thing', 6.977780683605501]
[' lydia my love though personpronoun are articlehere youngest personpronoun dare say addressform bingley will dance with personpronoun at articlehere next ball', 7.43430986488409]
[' articlehere rest of articlehere evening was spent in conjecturing how soon personpronoun would return addressform bennet s visit and determining when personpronoun should ask thirdpronoun to dinner', 5.357993673766111]
[' chapter iii', 221.69728703570533]
[' not indefpronoun demonpronoun addressform bennet however with articlehere assistance of thirdpronoun five daughters could ask on articlehere subject was sufficient to draw from thirdpronoun husband indefpronoun satisfactory description of addressform bingley', 6.281605549794477]
[' personpronoun attacked thirdpronoun in various ways with barefaced questions ingenious suppositions and distant surmises but personpronoun eluded articlehere skill of thirdpronoun indefpronoun and personpronoun were at last obliged to accept articlehere second hand intelligence of their neighbour lady lucas', 6.453093195021444]
[' thirdpronoun report was highly favourable', 29.337777607856086]
[' personpronoun was quite young wonderfully handsome extremely agreeable and to crown articlehere whole personpronoun meant to be at articlehere next assembly with articlehere large party', 6.131941359792203]
[' indefpronoun could be more delightful', 24.46885616151173]
[' to be fond of dancing was articlehere certain step towards falling in love and very lively hopes of addressform bingley s heart were entertained', 6.254749743258561]
[' if personpronoun can but see indefpronoun of my daughters happily settled at netherfield said addressform bennet to thirdpronoun husband and indefpronoun articlehere others equally well married personpronoun shall have indefpronoun to wish for', 6.852302748772628]
[' in articlehere indefpronoun days addressform bingley returned addressform bennet s visit and sat about ten minutes with thirdpronoun in possespronoun library', 6.693478426549146]
[' articlehere ladies were somewhat more fortunate for personpronoun had articlehere advantage of ascertaining from articlehere upper window demonpronoun personpronoun wore articlehere blue coat and rode articlehere black horse', 5.8761494317161205]
[' articlehere invitation to dinner was soon afterwards dispatched and already had addressform bennet planned articlehere courses demonpronoun were to do credit to thirdpronoun housekeeping when articlehere answer arrived interpronoun deferred personpronoun all', 5.113281466644044]
[' bingley was obliged to be in town articlehere following day and consequently unable to accept articlehere honour of their invitation c', 8.118370710487921]
[' bennet was quite disconcerted', 29.200069852863123]
[' personpronoun could not imagine interpronoun business personpronoun could have in town so soon after possespronoun arrival in hertfordshire and personpronoun began to fear demonpronoun personpronoun might be always flying about from indefpronoun place to indefpronoun and never settled at netherfield as personpronoun ought to be', 5.383653672052044]
[' lady lucas quieted thirdpronoun fears articlehere little by starting articlehere idea of possespronoun being gone to london only to get articlehere large party for articlehere ball and articlehere report soon followed demonpronoun addressform bingley was to bring twelve ladies and seven gentlemen with thirdpronoun to articlehere assembly', 6.315296787093286]
[' articlehere girls grieved over such articlehere number of ladies but were comforted articlehere day before articlehere ball by hearing demonpronoun instead of twelve personpronoun had brought only six with thirdpronoun from london possespronoun five sisters and articlehere cousin', 5.526518644415897]
[' and when articlehere party entered articlehere assembly room personpronoun consisted of only five altogether addressform bingley possespronoun two sisters articlehere husband of articlehere eldest and indefpronoun young man', 5.309102539402737]
[' bingley was good looking and gentleman like personpronoun had articlehere pleasant countenance and easy unaffected manners', 7.764432333640197]
[' possespronoun sisters were fine women with articlehere air of decided fashion', 8.85311549406526]
[' possespronoun brother in law addressform hurst merely looked articlehere gentleman but possespronoun friend addressform darcy soon drew articlehere attention of articlehere room by possespronoun fine tall person handsome features noble mien and articlehere report interpronoun was in general circulation within five minutes after possespronoun entrance of possespronoun having ten thousand articlehere year', 5.034532684949923]
[' such amiable qualities must speak for themselves', 27.61868819942507]
[' darcy danced only once with addressform hurst and once with miss bingley declined being introduced to indefpronoun indefpronoun lady and spent articlehere rest of articlehere evening in walking about articlehere room speaking occasionally to indefpronoun of possespronoun own party', 7.102290161415523]
[' possespronoun character was decided', 27.9020423288481]
[' personpronoun was articlehere proudest most disagreeable man in articlehere world and every body hoped demonpronoun personpronoun would never come there again', 6.251995879340076]
[' amongst articlehere most violent against thirdpronoun was addressform bennet interpronoun dislike of possespronoun general behaviour was sharpened into particular resentment by possespronoun having slighted indefpronoun of thirdpronoun daughters', 6.134649131656805]
[' personpronoun had much better dance', 25.139879759187746]
[' personpronoun know how personpronoun detest personpronoun unless personpronoun am particularly acquainted with my partner', 7.916566634645867]
[' your sisters are engaged and there is not indefpronoun woman in articlehere room interpronoun personpronoun would not be articlehere punishment to me to stand up with', 8.177181433352898]
[' personpronoun would not be so fastidious as personpronoun are cried bingley for articlehere kingdom', 7.363390081299801]
[' upon my honour personpronoun never met with so indefpronoun pleasant girls in my life as personpronoun have demonpronoun evening and there are indefpronoun of thirdpronoun personpronoun see uncommonly pretty', 6.35543455360816]
[' personpronoun are dancing with articlehere only handsome girl in articlehere room said addressform darcy looking at articlehere eldest miss bennet', 6.639843993901389]
[' personpronoun is articlehere most beautiful creature personpronoun ever beheld', 8.313850303497007]
[' but there is indefpronoun of thirdpronoun sisters sitting down just behind personpronoun interpronoun is very pretty and personpronoun dare say very agreeable', 8.251689702537421]
[' do let me ask my partner to introduce you', 15.717374500014795]
[' interpronoun do personpronoun mean', 12.37512466139851]
[' and turning round personpronoun looked for articlehere moment at elizabeth till catching thirdpronoun eye personpronoun withdrew possespronoun own and coldly said personpronoun is tolerable but not handsome enough to tempt me and personpronoun am in no humour at present to give consequence to young ladies interpronoun are slighted by indefpronoun men', 6.023478519554506]
[' personpronoun had better return to your partner and enjoy thirdpronoun smiles for personpronoun are wasting your time with me', 5.978453215531863]
[' bingley followed possespronoun advice', 51.47528538107492]
[' personpronoun told articlehere story however with great spirit among thirdpronoun friends for personpronoun had articlehere lively playful disposition interpronoun delighted in indefpronoun thing ridiculous', 6.3828236153981734]
[' articlehere evening altogether passed off pleasantly to articlehere whole family', 9.175135259740555]
[' bingley had danced with thirdpronoun twice and personpronoun had been distinguished by possespronoun sisters', 10.602873620244818]
[' jane was as much gratified by demonpronoun as thirdpronoun mother could be though in articlehere quieter way', 8.395233044344112]
[' elizabeth felt jane s pleasure', 23.628923497969595]
[' personpronoun returned therefore in good spirits to longbourn articlehere village where personpronoun lived and of interpronoun personpronoun were articlehere principal inhabitants', 7.069280984503]
[' personpronoun found addressform bennet still up', 17.118208004678927]
[' with articlehere book personpronoun was regardless of time and on articlehere present occasion personpronoun had articlehere good deal of curiosity as to articlehere event of articlehere evening interpronoun had raised such splendid expectations', 6.464552978244291]
[' my dear addressform bennet as personpronoun entered articlehere room personpronoun have had articlehere most delightful evening articlehere most excellent ball', 6.9262876955592585]
[' personpronoun wish personpronoun had been there', 11.99854037350919]
[' jane was so admired indefpronoun could be like it', 13.522136411605427]
[' every body said how well personpronoun looked and addressform bingley thought thirdpronoun quite beautiful and danced with thirdpronoun twice', 6.262512681645475]
[' only think of demonpronoun my dear personpronoun actually danced with thirdpronoun twice and personpronoun was articlehere only creature in articlehere room demonpronoun personpronoun asked articlehere second time', 8.200385472085042]
[' first of indefpronoun personpronoun asked miss lucas', 16.503483482409905]
[' personpronoun was so vexed to see thirdpronoun stand up with thirdpronoun but however personpronoun did not admire thirdpronoun at indefpronoun indeed indefpronoun can personpronoun know and personpronoun seemed quite struck with jane as personpronoun was going down articlehere dance', 6.911476835556631]
[' so personpronoun enquired interpronoun personpronoun was and got introduced and asked thirdpronoun for articlehere two next', 9.748344466921585]
[' demonpronoun personpronoun had sprained possespronoun ancle in articlehere first dance', 9.420929198716046]
[' personpronoun is so excessively handsome', 18.394598713859672]
[' personpronoun was therefore obliged to seek indefpronoun branch of articlehere subject and related with much bitterness of spirit and indefpronoun exaggeration articlehere shocking rudeness of addressform but personpronoun can assure personpronoun personpronoun added demonpronoun lizzy does not lose much by not suiting possespronoun fancy for personpronoun is articlehere most disagreeable horrid man not at indefpronoun worth pleasing', 5.490363702664138]
[' so high and so conceited demonpronoun there was no enduring him', 13.647633246692147]
[' personpronoun walked here and personpronoun walked there fancying reflexpronoun so very great', 8.904222389107614]
[' not handsome enough to dance with', 9.397605397428269]
[' personpronoun wish personpronoun had been there my dear to have given thirdpronoun indefpronoun of your set downs', 7.290383415884592]
[' when jane and elizabeth were alone articlehere former interpronoun had been cautious in thirdpronoun praise of addressform bingley before expressed to thirdpronoun sister how very much personpronoun admired him', 7.429147580724269]
[' personpronoun is just interpronoun articlehere young man ought to be said personpronoun sensible good humoured lively and personpronoun never saw such happy manners', 7.015957531001425]
[' so much ease with such perfect good breeding', 11.968178199232014]
[' personpronoun is also handsome replied elizabeth interpronoun articlehere young man ought likewise to be if personpronoun possibly can', 6.6581871925436795]
[' possespronoun character is thereby complete', 23.361566609383225]
[' personpronoun was very much flattered by possespronoun asking me to dance articlehere second time', 6.50043257614333]
[' personpronoun did not expect such articlehere compliment', 12.168954172119717]
[' did not you', 36.13620866186656]
[' personpronoun did for you', 33.91094597939224]
[' but demonpronoun is indefpronoun great difference between us', 12.678721076830794]
[' compliments always take personpronoun by surprise and me never', 12.918965702397097]
[' interpronoun could be more natural than possespronoun asking personpronoun again', 8.838685095032758]
[' no thanks to possespronoun gallantry for that', 23.152042957253624]
[' personpronoun have liked indefpronoun articlehere stupider person', 11.643311057598957]
[' dear lizzy', 99.14098547085067]
[' personpronoun are articlehere great deal too apt personpronoun know to like people in general', 8.220560798569025]
[' indefpronoun articlehere world are good and agreeable in your eyes', 8.318681922331267]
[' personpronoun never heard personpronoun speak ill of articlehere human being in my life', 6.60639040750133]
[' personpronoun would wish not to be hasty in censuring indefpronoun indefpronoun but personpronoun always speak interpronoun personpronoun think', 8.494557048590197]
[' personpronoun know personpronoun do and personpronoun is demonpronoun interpronoun makes articlehere wonder', 9.744586985389319]
[' affectation of candour is common enough indefpronoun meets personpronoun every where', 9.71623502018136]
[' but to be candid without ostentation or design to take articlehere good of every body s character and make personpronoun still better and say indefpronoun of articlehere bad belongs to personpronoun alone', 6.5382960369681316]
[' and so personpronoun like demonpronoun man s sisters too do you', 9.313047502650925]
[' but personpronoun are very pleasing women when personpronoun converse with them', 11.164055130786181]
[' miss bingley is to live with thirdpronoun brother and keep possespronoun house and personpronoun am much mistaken if personpronoun shall not find articlehere very charming neighbour in her', 6.994832466083452]
[' elizabeth listened in silence but was not convinced their behaviour at articlehere assembly had not been calculated to please in general and with more quickness of observation and less pliancy of temper than thirdpronoun sister and with articlehere judgment too unassailed by indefpronoun attention to reflexpronoun personpronoun was very little disposed to approve them', 5.965544796962705]
[' personpronoun were in fact very fine ladies not deficient in good humour when personpronoun were pleased nor in articlehere power of being agreeable where personpronoun chose personpronoun but proud and conceited', 5.9031235258663965]
[' personpronoun were rather handsome had been educated in indefpronoun of articlehere first private seminaries in town had articlehere fortune of twenty thousand pounds were in articlehere habit of spending more than personpronoun ought and of associating with people of rank and were therefore in every respect entitled to think well of reflexpronoun and meanly of others', 5.79636978295149]
[' bingley inherited property to articlehere amount of nearly articlehere hundred thousand pounds from possespronoun father interpronoun had intended to purchase articlehere estate but did not live to do it', 6.672041661485356]
[' bingley intended personpronoun likewise and sometimes made choice of possespronoun county but as personpronoun was now provided with articlehere good house and articlehere liberty of articlehere manor personpronoun was doubtful to indefpronoun of demonpronoun interpronoun best knew articlehere easiness of possespronoun temper whether personpronoun might not spend articlehere remainder of possespronoun days at netherfield and leave articlehere next generation to purchase', 5.785261924639743]
[' bingley had not been of age two years when personpronoun was tempted by articlehere accidental recommendation to look at netherfield house', 7.127022326931971]
[' personpronoun did look at personpronoun and into personpronoun for half articlehere hour was pleased with articlehere situation and articlehere principal rooms satisfied with interpronoun articlehere owner said in possespronoun praise and took personpronoun immediately', 5.787540082067778]
[' bingley was endeared to darcy by articlehere easiness openness ductility of possespronoun temper though no disposition could offer articlehere greater contrast to possespronoun own and though with possespronoun own personpronoun never appeared dissatisfied', 6.009975302486825]
[' personpronoun was at articlehere same time haughty reserved and fastidious and possespronoun manners though well bred were not inviting', 5.425856914945559]
[' in demonpronoun respect possespronoun friend had greatly articlehere advantage', 10.152236414179033]
[' bingley was sure of being liked wherever personpronoun appeared darcy was continually giving offence', 8.104621033821036]
[' articlehere manner in interpronoun personpronoun spoke of articlehere meryton assembly was sufficiently characteristic', 7.425914319436373]
[' darcy on articlehere contrary had seen articlehere collection of people in interpronoun there was little beauty and no fashion for indefpronoun of interpronoun personpronoun had felt articlehere smallest interest and from indefpronoun received indefpronoun attention or pleasure', 6.833242937578006]
[' hurst and thirdpronoun sister allowed personpronoun to be so but still personpronoun admired thirdpronoun and liked thirdpronoun and pronounced thirdpronoun to be articlehere sweet girl and indefpronoun interpronoun personpronoun should not object to know more of', 7.014498446416057]
[' within articlehere short walk of longbourn lived articlehere family with interpronoun articlehere bennets were particularly intimate', 8.949373889757931]
[' sir william lucas had been formerly in trade in meryton where personpronoun had made articlehere tolerable fortune and risen to articlehere honour of knighthood by articlehere address to articlehere king during possespronoun mayoralty', 5.59215530445473]
[' articlehere distinction had perhaps been felt too strongly', 12.314148624138635]
[' personpronoun had given thirdpronoun articlehere disgust to possespronoun business and to possespronoun residence in articlehere small market town and quitting thirdpronoun indefpronoun personpronoun had removed with possespronoun family to articlehere house about articlehere mile from meryton denominated from demonpronoun period lucas lodge where personpronoun could think with pleasure of possespronoun own importance and unshackled by business occupy reflexpronoun solely in being civil to indefpronoun articlehere world', 5.145492831343855]
[' for though elated by possespronoun rank personpronoun did not render thirdpronoun supercilious on articlehere contrary personpronoun was indefpronoun attention to every body', 8.259983759066952]
[' by nature inoffensive friendly and obliging possespronoun presentation at st', 9.472643729442074]
[' james s had made thirdpronoun courteous', 20.140626787772046]
[' lady lucas was articlehere very good kind of woman not too clever to be articlehere valuable neighbour to addressform bennet', 7.589962098574565]
[' personpronoun had indefpronoun children', 25.604574031237252]
[' demonpronoun articlehere miss lucases and articlehere miss bennets should meet to talk over articlehere ball was absolutely necessary and articlehere morning after articlehere assembly brought articlehere former to longbourn to hear and to communicate', 5.300968980278188]
[' personpronoun began articlehere evening well charlotte said addressform bennet with civil self command to miss lucas', 8.75469595056109]
[' bingley s first choice', 36.61899100876987]
[' yes but personpronoun seemed to like possespronoun second better', 12.801226627232586]
[' personpronoun mean jane personpronoun suppose because personpronoun danced with thirdpronoun twice', 7.579665612207473]
[' perhaps personpronoun mean interpronoun personpronoun overheard between thirdpronoun and addressform robinson s asking thirdpronoun how personpronoun liked our meryton assemblies and whether personpronoun did not think there were articlehere great indefpronoun pretty women in articlehere room and interpronoun personpronoun thought articlehere prettiest', 6.705362189765691]
[' and possespronoun answering immediately to articlehere last question oh', 11.734827870638586]
[' articlehere eldest miss bennet beyond articlehere doubt there cannot be two opinions on demonpronoun point', 6.509704859553316]
[' well demonpronoun was very decided indeed demonpronoun does seem as if but however personpronoun may indefpronoun come to indefpronoun personpronoun know', 7.4231283395233385]
[' my overhearings were more to articlehere purpose than possespronoun eliza said charlotte', 10.306410669386015]
[' to be only just tolerable', 21.731458332161434]
[' personpronoun beg personpronoun would not put personpronoun into lizzy s head to be vexed by possespronoun ill treatment for personpronoun is such articlehere disagreeable man demonpronoun personpronoun would be quite articlehere misfortune to be liked by him', 7.13015521219722]
[' long told me last night demonpronoun personpronoun sat close to thirdpronoun for half articlehere hour without once opening possespronoun lips', 7.893909697359276]
[' are personpronoun quite sure ma am', 14.955800086421679]
[' is not there articlehere little mistake', 16.599783507564272]
[' said jane', 103.7894640568595]
[' personpronoun certainly saw addressform darcy speaking to her', 22.62402489493164]
[' aye because personpronoun asked thirdpronoun at last how personpronoun liked netherfield and personpronoun could not help answering thirdpronoun but personpronoun said personpronoun seemed very angry at being spoke to', 8.141976301923386]
[' miss bingley told me said jane demonpronoun personpronoun never speaks much unless among possespronoun intimate acquaintance', 7.765325063477739]
[' personpronoun do not believe articlehere word of personpronoun my dear', 7.847837440149776]
[' long', 1117.042665126077]
[' personpronoun do not mind possespronoun not talking to addressform indefpronoun time lizzy said thirdpronoun mother personpronoun would not dance with thirdpronoun if personpronoun were you', 7.7308009244856875]
[' possespronoun pride said miss lucas does not offend me so much as pride often does because there is articlehere excuse for it', 8.639512327406269]
[' if personpronoun may so express personpronoun personpronoun has articlehere right to be proud', 9.41864033680992]
[' articlehere person may be proud without being vain', 11.920111122616438]
[' pride relates more to our opinion of reflexpronoun vanity to interpronoun personpronoun would have others think of us', 10.041460581114986]
[' articlehere boy protested demonpronoun personpronoun should not personpronoun continued to declare demonpronoun personpronoun would and articlehere argument ended only with articlehere visit', 8.627776429454231]
[' chapter vi', 297.43816043276263]
[' articlehere ladies of longbourn soon waited on demonpronoun of netherfield', 9.09199119239016]
[' articlehere visit was returned in due form', 12.127097987439418]
[' hurst and miss bingley and though articlehere mother was found to be intolerable and articlehere younger sisters not worth speaking to articlehere wish of being better acquainted with thirdpronoun was expressed towards articlehere two eldest', 5.457780183613722]
[' personpronoun was generally evident whenever personpronoun met demonpronoun personpronoun did admire thirdpronoun and to thirdpronoun personpronoun was equally evident demonpronoun jane was yielding to articlehere preference interpronoun personpronoun had begun to entertain for thirdpronoun from articlehere first and was in articlehere way to be very much in love but personpronoun considered with pleasure demonpronoun personpronoun was not likely to be discovered by articlehere world in general since jane united with great strength of feeling articlehere composure of temper and articlehere uniform cheerfulness of manner interpronoun would guard thirdpronoun from articlehere suspicions of articlehere impertinent', 5.294883173103125]
[' personpronoun mentioned demonpronoun to thirdpronoun friend miss lucas', 11.831957334386722]
[' if articlehere woman conceals thirdpronoun affection with articlehere same skill from articlehere object of personpronoun personpronoun may lose articlehere opportunity of fixing thirdpronoun and personpronoun will then be but poor consolation to believe articlehere world equally in articlehere dark', 6.5674207063132055]
[' there is so much of gratitude or vanity in almost every attachment demonpronoun personpronoun is not safe to leave indefpronoun to itself', 11.096076587715944]
[' personpronoun can indefpronoun begin freely articlehere slight preference is natural enough but there are very indefpronoun of us interpronoun have heart enough to be really in love without encouragement', 5.537927570611935]
[' but personpronoun does help thirdpronoun on as much as thirdpronoun nature will allow', 9.02263468515865]
[' if personpronoun can perceive thirdpronoun regard for thirdpronoun personpronoun must be articlehere simpleton indeed not to discover personpronoun too', 7.309302241605273]
[' but if articlehere woman is partial to articlehere man and does not endeavour to conceal personpronoun personpronoun must find personpronoun out', 6.715614119965336]
[' jane should therefore make articlehere most of every half hour in interpronoun personpronoun can command possespronoun attention', 9.540680786430976]
[' your plan is articlehere good indefpronoun replied elizabeth where indefpronoun is in question but articlehere desire of being well married and if personpronoun were determined to get articlehere rich husband or indefpronoun husband personpronoun dare say personpronoun should adopt it', 6.432262133348691]
[' but demonpronoun are not jane s feelings personpronoun is not acting by design', 10.242106783008778]
[' as yet personpronoun cannot even be certain of articlehere degree of thirdpronoun own regard nor of possespronoun reasonableness', 8.644979375946926]
[' personpronoun has known thirdpronoun only articlehere fortnight', 13.590614308365343]
[' personpronoun danced four dances with thirdpronoun at meryton personpronoun saw thirdpronoun indefpronoun morning at possespronoun own house and has since dined in company with thirdpronoun four times', 6.470339715396078]
[' demonpronoun is not quite enough to make thirdpronoun understand possespronoun character', 9.196640932733391]
[' not as personpronoun represent it', 28.047464286656975]
